,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents
0,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",0,0,0,,0.3333333333333333,6
1,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",1,0,0,,0.3333333333333333,6
2,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",2,1,1,,0.3333333333333333,6
3,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",3,1,1,,0.3333333333333333,6
4,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",4,0,0,,0.3333333333333333,6
5,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,0,"[0, 0, 1, 1, 0, 0]",5,0,0,,0.3333333333333333,6
6,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",0,0,0,,0.3333333333333333,6
7,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",1,1,-1,,0.3333333333333333,6
8,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",2,0,0,,0.3333333333333333,6
9,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",3,1,-1,,0.3333333333333333,6
10,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",4,1,-1,,0.3333333333333333,6
11,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,1,"[0, 1, 0, 1, 1, 0]",5,0,0,,0.3333333333333333,6
12,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",0,0,0,,0.3333333333333333,6
13,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",1,1,-1,,0.3333333333333333,6
14,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",2,1,-1,,0.3333333333333333,6
15,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",3,0,0,,0.3333333333333333,6
16,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",4,0,0,,0.3333333333333333,6
17,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,2,"[0, 1, 1, 0, 0, 1]",5,1,-1,,0.3333333333333333,6
18,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,3,"[1, 1, 0, 0, 1, 1]",0,1,-1,,0.3333333333333333,6
19,6e77edf0-6bd3-11f0-b171-beb3bfa57af1,3,"[1, 1, 0, 0, 1, 1]",1,1,-1,,0.3333333333333333,6
