source,treatment,group,round,player,choice,score,attendance,ac_score,threshold,num_players,room,decision,timeup,time,date
human,score + grid,Grupo-0001,1.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,1.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,2.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,2.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,3.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,3.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,4.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,4.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,5.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,5.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,6.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,6.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,7.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,7.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,8.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,8.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,9.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,9.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,10.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,10.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,11.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,11.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,12.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,12.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,13.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,13.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,14.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,14.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,15.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,15.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,16.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,16.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,17.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,17.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,18.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,18.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,19.0,728608683559397,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
human,score + grid,Grupo-0001,19.0,405186428721292,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,20.0,728608683559397,0.0,0.0,1.0,25.0,0.5,2,Grupo-0001,0.0,,,
human,score + grid,Grupo-0001,20.0,405186428721292,1.0,1.0,1.0,25.0,0.5,2,Grupo-0001,1.0,,,
